"Unique Key","Created Date","Closed Date","Agency","Agency Name","Complaint Type","Descriptor","Location Type","Incident Zip","Incident Address","Street Name","Cross Street 1","Cross Street 2","Intersection Street 1","Intersection Street 2","Address Type","City","Landmark","Facility Type","Status","Due Date","Resolution Description","Resolution Action Updated Date","Community Board","BBL","Borough","X Coordinate (State Plane)","Y Coordinate (State Plane)","Open Data Channel Type","Park Facility Name","Park Borough","Vehicle Type","Taxi Company Borough","Taxi Pick Up Location","Bridge Highway Name","Bridge Highway Direction","Road Ramp","Bridge Highway Segment","Latitude","Longitude","Location"
"62933448","10/30/2024 07:49:46 AM","11/09/2024 04:09:10 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","27-74 SKILLMAN AVENUE","SKILLMAN AVENUE","27 STREET","28 STREET","27 STREET","28 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","11/09/2024 04:09:14 PM","02 QUEENS",,"QUEENS","1,000,988","210,571","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74462950575","-73.93959476413","(40.744629505748506, -73.93959476412921)"
"62924896","10/30/2024 07:43:23 AM","11/08/2024 01:30:59 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","27-76 SKILLMAN AVENUE","SKILLMAN AVENUE","27 STREET","28 STREET","27 STREET","28 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation removed the items.","11/08/2024 01:31:02 PM","02 QUEENS",,"QUEENS","1,000,992","210,573","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74463498767","-73.93958032368","(40.744634987674964, -73.9395803236826)"
"62890478","10/27/2024 03:05:00 PM","10/28/2024 11:35:00 AM","DEP","Department of Environmental Protection","Water System","Hydrant Running (WC3)",,"11101","32-00 SKILLMAN AVENUE","SKILLMAN AVENUE","VAN DAM ST","32 PL",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.","10/28/2024 11:35:00 AM","02 QUEENS","4002450009","QUEENS","1,002,784","211,185","PHONE","Unspecified","QUEENS",,,,,,,,"40.74631119972","-73.93311154725","(40.746311199718264, -73.93311154724692)"
"62848881","10/23/2024 03:13:56 PM","10/23/2024 03:41:37 PM","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/23/2024 03:41:41 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","PHONE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62786901","10/17/2024 06:08:06 PM","10/18/2024 03:09:01 PM","DSNY","Department of Sanitation","Dead Animal","Raccoon","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","PEARSON PLACE","49 AVENUE","PEARSON PLACE","BLOCKFACE",,,,"Closed",,"The Department of Sanitation removed the items.","10/18/2024 12:48:39 AM","Unspecified QUEENS",,"QUEENS",,,"PHONE","Unspecified","QUEENS",,,,,,,,,,
"62784531","10/17/2024 03:01:56 PM","10/18/2024 03:08:56 PM","DSNY","Department of Sanitation","Dead Animal","Raccoon","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation removed the items.","10/18/2024 12:47:31 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62765445","10/15/2024 07:28:20 PM","10/15/2024 08:47:30 PM","NYPD","New York City Police Department","Illegal Parking","Parking Permit Improper Use","Street/Sidewalk","11101","47-32 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","10/15/2024 08:47:32 PM","02 QUEENS","4000980030","QUEENS","1,000,388","210,045","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74318688281","-73.94176134645","(40.74318688281359, -73.94176134645025)"
"62739394","10/12/2024 01:25:57 PM","10/15/2024 12:38:31 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation removed the items.","10/15/2024 12:38:33 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62736035","10/12/2024 01:08:47 PM","10/15/2024 12:38:27 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation removed the items.","10/15/2024 12:38:29 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62699308","10/08/2024 12:32:29 PM","10/11/2024 01:01:00 PM","DSNY","Department of Sanitation","Abandoned Bike","Chained to Public Property","Street","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","10/11/2024 01:01:00 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","PHONE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"62694186","10/08/2024 11:28:50 AM","10/08/2024 12:10:39 PM","NYPD","New York City Police Department","Bike/Roller/Skate Chronic","N/A","Residential Building/House","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","10/08/2024 12:10:43 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","PHONE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"62679003","10/06/2024 10:26:30 PM",,"TLC","Taxi and Limousine Commission","Taxi Report","Driver Report - Non Passenger",,"11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"In Progress",,,,"02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,"25-30 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"62657575","10/04/2024 09:47:39 PM","10/04/2024 10:18:07 PM","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","10/04/2024 10:18:10 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"62653429","10/04/2024 09:47:34 PM","10/04/2024 10:17:54 PM","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","10/04/2024 10:17:58 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"62650668","10/04/2024 09:44:53 PM","10/04/2024 10:18:38 PM","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","10/04/2024 10:18:41 PM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","PHONE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"62641741","10/03/2024 02:29:08 PM","03/17/2025 12:00:00 AM","DOB","Department of Buildings","Building/Use","No Certificate Of Occupancy/Illegal/Contrary To CO",,"11101","33-02 SKILLMAN AVENUE","SKILLMAN AVENUE",,,,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"The Department of Buildings investigated this complaint and determined that no further action was necessary.","03/17/2025 12:00:00 AM","02 QUEENS","4002410001","QUEENS","1,003,338","211,337","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74672722298","-73.93111175317","(40.746727222981406, -73.93111175317452)"
"62593473","09/28/2024 08:44:00 AM","09/28/2024 02:05:32 PM","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic","Street/Sidewalk","11101","38-08 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","09/28/2024 02:05:36 PM","02 QUEENS","4002150022","QUEENS","1,004,706","211,626","MOBILE","Unspecified","QUEENS","Car",,,,,,,"40.74751739643","-73.92617378914","(40.747517396428925, -73.92617378914429)"
"62576042","09/26/2024 06:43:34 PM","01/08/2025 07:14:51 AM","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","31-05 SKILLMAN AVENUE","SKILLMAN AVENUE","QUEENS BOULEVARD","VAN DAM STREET","QUEENS BOULEVARD","VAN DAM STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.","01/08/2025 07:14:53 AM","02 QUEENS",,"QUEENS","1,002,482","211,103","ONLINE","Unspecified","QUEENS",,,"31-05 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74608675814","-73.93420167485","(40.74608675814435, -73.93420167485003)"
"62566982","09/25/2024 04:02:58 PM","09/25/2024 04:02:58 PM","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","Public Garden","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","PEARSON PLACE","AUSTELL PLACE","PEARSON PLACE","AUSTELL PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE","N/A","Closed",,"The Department of Health and Mental Hygiene closed this complaint and referred it to another agency because it was not within its jurisdiction.","11/14/2024 10:57:00 AM","02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"62552339","09/24/2024 01:59:13 PM","09/24/2024 03:13:19 PM","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11101","28-02 SKILLMAN AVENUE","SKILLMAN AVENUE","28 STREET","29 STREET","28 STREET","29 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","09/24/2024 03:13:22 PM","02 QUEENS","4002720001","QUEENS","1,001,128","210,630","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74479117986","-73.93908937469","(40.74479117985536, -73.93908937468802)"
"62538001","09/23/2024 01:47:00 PM","10/02/2024 02:59:00 PM","DEP","Department of Environmental Protection","Sewer","RAIN GARDEN DEBRIS (GIRGD)",,"11101","37-20 SKILLMAN AVENUE","SKILLMAN AVENUE","37 ST","BEND",,,"ADDRESS","LONG ISLAND CITY",,,"Closed",,"NYC DEP investigated and determined the infrastructure required cleaning, which was completed at the time pf the inspection.","10/02/2024 02:59:00 PM","02 QUEENS","4002160024","QUEENS","1,004,454","211,628","PHONE","Unspecified","QUEENS",,,,,,,,"40.74752346527","-73.92708325696","(40.74752346527291, -73.9270832569572)"
"62547090","09/23/2024 06:50:22 AM","09/25/2024 05:33:33 AM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.","09/25/2024 05:33:41 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"62540236","09/23/2024 06:44:59 AM","09/23/2024 06:44:59 AM","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","Parking Lot/Garage","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE","N/A","Closed",,"The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.","10/29/2024 01:07:00 PM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"62533919","09/22/2024 07:20:28 AM",,"TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","31-08 SKILLMAN AVENUE","SKILLMAN AVENUE","QUEENS BOULEVARD","VAN DAM STREET","QUEENS BOULEVARD","VAN DAM STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"In Progress",,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.","10/11/2024 09:44:33 AM","02 QUEENS",,"QUEENS","1,002,493","211,100","ONLINE","Unspecified","QUEENS",,,"31-08 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74607850121","-73.93416198458","(40.7460785012134, -73.93416198458334)"
"62532065","09/22/2024 06:35:16 AM","09/22/2024 08:37:19 AM","NYPD","New York City Police Department","Non-Emergency Police Matter","Other (complaint details)","Street/Sidewalk","11101","47-11 AUSTELL PLACE","AUSTELL PLACE","SKILLMAN AVENUE","27 STREET","SKILLMAN AVENUE","27 STREET","ADDRESS","LONG ISLAND CITY","AUSTELL PLACE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","09/22/2024 08:37:22 AM","02 QUEENS","4000970004","QUEENS","1,000,352","210,127","PHONE","Unspecified","QUEENS",,,,,,,,"40.74341201791","-73.94189106655","(40.74341201790947, -73.94189106654983)"
"62498232","09/19/2024 06:43:11 PM","01/22/2025 03:25:15 PM","TLC","Taxi and Limousine Commission","For Hire Vehicle Complaint","Driver Complaint - Non Passenger","Street","11101","31-09 SKILLMAN AVENUE","SKILLMAN AVENUE","QUEENS BOULEVARD","VAN DAM STREET","QUEENS BOULEVARD","VAN DAM STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Taxi and Limousine Commission was unable to identify the driver or car service company named in your complaint.","01/22/2025 03:25:11 PM","02 QUEENS",,"QUEENS","1,002,491","211,106","ONLINE","Unspecified","QUEENS",,,"31-09 SKILLMAN AVENUE, QUEENS (LONG ISLAND CITY), NY, 11101",,,,,"40.74609497383","-73.9341691862","(40.74609497382971, -73.934169186201)"
"62486819","09/18/2024 07:44:28 AM","09/19/2024 12:51:21 AM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","24-10 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","09/19/2024 12:51:23 AM","02 QUEENS",,"QUEENS","999,235","209,675","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74217335418","-73.94592310456","(40.74217335418024, -73.94592310455904)"
"62482147","09/17/2024 08:34:17 AM","09/19/2024 02:05:59 PM","DSNY","Department of Sanitation","Obstruction","Weeds or Grass","Sidewalk","11101","25-50 SKILLMAN AVENUE","SKILLMAN AVENUE","PEARSON PLACE","AUSTELL PLACE","PEARSON PLACE","AUSTELL PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","09/19/2024 12:51:48 AM","02 QUEENS",,"QUEENS","1,000,088","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341249465","-73.94284379006","(40.743412494652496, -73.94284379006494)"
"62462174","09/16/2024 04:25:39 PM","09/17/2024 01:24:24 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","24-13 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/17/2024 09:39:41 AM","02 QUEENS",,"QUEENS","999,241","209,685","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74220079151","-73.94590142987","(40.74220079151368, -73.945901429867)"
"62458924","09/16/2024 07:34:34 AM","09/17/2024 07:49:04 AM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and found no condition at the location.","09/17/2024 07:49:09 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"62456734","09/15/2024 02:24:00 PM","09/16/2024 12:02:05 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation removed the items.","09/16/2024 12:02:09 PM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62430657","09/13/2024 03:03:09 PM","09/14/2024 02:34:48 PM","DSNY","Department of Sanitation","Litter Basket Request","New Basket","Sidewalk","11101","37-10 SKILLMAN AVENUE","SKILLMAN AVENUE","37 STREET","38 STREET","37 STREET","38 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The location does not meet the criteria for Litter Basket placement.","09/14/2024 05:47:32 AM","02 QUEENS","4002160024","QUEENS","1,004,432","211,622","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74750704702","-73.92716267348","(40.7475070470239, -73.9271626734782)"
"62379330","09/09/2024 12:37:03 PM","09/09/2025 12:42:53 PM","DPR","Department of Parks and Recreation","Dead/Dying Tree","Planted More Than 2 Years Ago","Street","11101","38-16 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks performed the work necessary to correct the condition.","09/09/2025 12:43:03 PM","02 QUEENS","4002150022","QUEENS","1,004,720","211,624","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74751187454","-73.92612326891","(40.74751187453697, -73.92612326890884)"
"62380931","09/09/2024 09:06:47 AM","09/09/2024 09:06:47 AM","DOHMH","Department of Health and Mental Hygiene","Rodent","Rat Sighting","Other (Explain Below)","11101","25-20 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE","N/A","Closed",,"The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.","09/30/2024 11:30:00 AM","02 QUEENS","4001000009","QUEENS","999,865","210,010","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74309175549","-73.94364882436","(40.74309175549496, -73.9436488243615)"
"62369597","09/08/2024 09:12:13 PM","09/08/2024 09:28:49 PM","NYPD","New York City Police Department","Encampment","N/A","Park/Playground","11101","25-30 SKILLMAN AVENUE","SKILLMAN AVENUE","LIRR PENN CENTRAL LINE","PEARSON PLACE","LIRR PENN CENTRAL LINE","PEARSON PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Police Department visited the location and no Encampment was found.","09/08/2024 09:28:52 PM","02 QUEENS",,"QUEENS","999,914","210,036","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74316303233","-73.9434719334","(40.74316303233488, -73.94347193340309)"
"62354736","09/06/2024 01:33:50 PM","09/09/2025 12:42:53 PM","DPR","Department of Parks and Recreation","Dead/Dying Tree","Planted More Than 2 Years Ago","Street","11101","38-16 SKILLMAN AVENUE","SKILLMAN AVENUE","38 STREET","39 STREET","38 STREET","39 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks performed the work necessary to correct the condition.","09/09/2025 12:42:57 PM","02 QUEENS","4002150022","QUEENS","1,004,720","211,624","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.74751187454","-73.92612326891","(40.74751187453697, -73.92612326890884)"
"62318926","09/03/2024 07:40:11 AM","09/05/2024 12:14:05 PM","DSNY","Department of Sanitation","Illegal Dumping","Removal Request","Sidewalk","11101","25-50 SKILLMAN AVENUE","SKILLMAN AVENUE","PEARSON PLACE","AUSTELL PLACE","PEARSON PLACE","AUSTELL PLACE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation cleaned the location.","09/05/2024 05:27:21 AM","02 QUEENS",,"QUEENS","1,000,088","210,127","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74341249465","-73.94284379006","(40.743412494652496, -73.94284379006494)"
"62285588","08/31/2024 11:34:07 AM","09/09/2024 11:43:53 AM","DOT","Department of Transportation","Street Condition","Line/Marking - Faded","Street","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","SKILLMAN AVENUE","THOMSON AVENUE","INTERSECTION",,,,"Closed",,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.","09/09/2024 11:43:56 AM","02 QUEENS",,"QUEENS","1,001,514","210,793","ONLINE","Unspecified","QUEENS",,,,,,,,"40.7452378288","-73.93769593025","(40.74523782880471, -73.93769593025226)"
"62278385","08/30/2024 08:10:59 AM","09/03/2024 01:49:34 PM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","SKILLMAN AVENUE","SKILLMAN AVENUE","AUSTELL PLACE","SKILLMAN AVENUE","AUSTELL PLACE","SKILLMAN AVENUE","INTERSECTION",,,,"Closed",,"The Department of Sanitation cleaned the location.","09/03/2024 01:49:37 PM","02 QUEENS",,"QUEENS","1,000,291","210,237","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74371405122","-73.94211094108","(40.743714051221914, -73.94211094108306)"
"62258187","08/28/2024 11:36:28 AM","08/30/2024 03:11:12 PM","DSNY","Department of Sanitation","Obstruction","Weeds or Grass","Sidewalk","11101","28-16 SKILLMAN AVENUE","SKILLMAN AVENUE","28 STREET","29 STREET","28 STREET","29 STREET","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.","08/30/2024 05:42:46 AM","02 QUEENS",,"QUEENS","1,001,155","210,642","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74482406527","-73.93899190488","(40.74482406527163, -73.93899190488028)"
"62252848","08/27/2024 04:53:20 PM","08/30/2024 05:41:13 AM","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.","08/30/2024 05:41:16 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","MOBILE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
"62252347","08/27/2024 07:40:14 AM","09/20/2024 11:54:42 AM","DPR","Department of Parks and Recreation","Damaged Tree","Branch or Limb Has Fallen Down","Street","11101","24-30 SKILLMAN AVENUE","SKILLMAN AVENUE","49 AVENUE","LIRR PENN CENTRAL LINE","49 AVENUE","LIRR PENN CENTRAL LINE","ADDRESS","LONG ISLAND CITY","SKILLMAN AVENUE",,"Closed",,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.","09/20/2024 11:54:44 AM","02 QUEENS","4001000001","QUEENS","999,323","209,722","ONLINE","Unspecified","QUEENS",,,,,,,,"40.74230220789","-73.94560543063","(40.74230220789093, -73.9456054306301)"
